Sentence,Joy,Sadness,Anticipation,Surprise,Anger,Fear,Disgust,Trust,clusters
たがしかし、普通の駅員さんではなくブライト艦長みたいな制服着た駅員さんが親切に対応してくれた。ありがとう！,0.6461726450904199,0.0,0.0,0.2406814002718794,0.0,0.0,0.0,0.38042593363389116,1
あちい！がっつり！ (@ 築地銀だこ ハイボール酒場 日生ビル店 w/ [USER] [URL],0.4041561839880081,0.0,0.0754649529782499,0.282542379595544,0.0,0.0,0.0,0.0,0
週末に一人なので、お好み焼き！世界で一番好きな食べ物だ。beer&okonomiyaki!! [URL],0.6779985629618582,0.0,0.3253229144105152,0.008794958528892307,0.0,0.0,0.0,0.3708999213426146,1
Twitter参戦。これから余分なことをしまーす( ´ ▽ ` )ﾉ,0.21762761086442184,0.0,0.5208638738587071,0.0,0.0,0.0,0.0,0.0,-1
[USER] 汗とか拭くのかなと思われます(⌒▽⌒)多分（笑）,0.14649001381627116,0.0,0.3854614876919805,0.06411201524238536,0.0,0.023178652014851454,0.00980875590183412,0.08083784520352005,-1
大浜着きました。車窓を楽しむつもりが半分は寝てました(´Д` ),0.2603642176438579,0.23948451338052718,0.05176499264184995,0.14831067739039433,0.0,0.0053898645427775125,0.00447085581263348,0.0,6
[USER] いいですね＼(^o^)／⊂((・x・))⊃四万十川のお魚たべたい＼(^o^)／四国は美味しかったおもいでしかないです,0.44993040177856464,0.0,0.7162129513023735,0.0,0.0,0.0,0.0,0.1924856930335997,2
[USER] おうよ!!  先のために今頑張らんとな(^^)d,0.36782715135578004,0.0,0.5287050687303434,0.0,0.0,0.0,0.0,0.0,3
今週末は2泊3日の研修。千葉マリンでビール飲みながら野球観たい。 (@ クロス・ウェーブ 幕張 (X-WAVE)) [URL],0.2068445991392517,0.0,0.6920785764828148,0.0,0.0,0.0,0.0,0.048349806010976236,2
ZARAのジャケットが欲しい。しかしマルコとマルオの10%オフの時期が、たぶん２週間後くらいにくる…なくなってしまうような気もするけど、今買ったところで寒くて着れないし。セールを待つか否か。,0.06532899781981566,0.16943398986424366,0.5526586265853157,0.0,0.0,0.1509489351314096,0.0645944399858599,0.0,-1
本日、新規ご契約のお客様にはお得な特典がありますよ＼(^o^)／気になる方はお店へお電話下さい(^^)d→0248-63-8148,0.4992627445543467,0.0,0.6249477303755527,0.0,0.0,0.0,0.0,0.043919668516797725,2
[USER] 今日はメールありがと。血が繋がってる分、余計に泣けるよね、そういうの。私は一人っ子だからそういうのうらやましい。,0.1772938206371781,0.23853217299906454,0.03996044258373108,0.0,0.0,0.0,0.0,0.07023295120628323,6
今日は早く帰るよ！！ 35.523608,0.3178351399683207,0.023115041685605235,0.6649649244324772,0.0,0.024641249926507253,0.0,0.07259892737747506,0.0,-1
[USER] そぉなのお( ´ ▽ ` )笑っちゃうくらい美味しかった(*^^*)そのあと、オペラ座の怪人見たんよ＼(^^)／,0.7514267578387025,0.0,0.18958648585457477,0.17754670678700074,0.0,0.0,0.0,0.22361119355815648,1
どんだけエロやねんオレ！  「中村義久の2012年」1月【エロゲ】2月【エロゲ】3月【エロゲ】4月【エロゲ】5月【エロゲ】6月【エロゲ】7月【エロゲ】8月【エロゲ】9月【エロゲ】10月【エロゲ】11月【エロゲ】12月【エロゲ】 [URL],0.24139403721142846,0.0,0.2608278623309252,0.2195211510935607,0.027767802007095943,0.0,0.047800953369864764,0.1456892680123496,6
ヤスかわいい(꒪.̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̨̨̨̨̨̨̨̨̨̨̨̨.̸̸̨̨꒪ )いい奴だなぁぁぁ！！！,0.812011452827623,0.0,0.12045119253518703,0.10739385850063726,0.0,0.0,0.0,0.1603284750306655,1
[USER] いや( ；´Д｀)あの状態で出てきたΣ（ﾟдﾟlll）笑,0.13832930596287218,0.05238216420726021,0.0,0.25693116632867014,0.0,0.029036653392837515,0.0,0.0,-1
きゃわー‼何コレ‼切手⁇ RT [USER] 見たら興奮した。 [URL],0.6974644782276864,0.0,0.20823930079667477,0.5302192780522667,0.0,0.0,0.0,0.21748961660942878,1
"こういうの弱いわwwwwwRT[USER] 油断大敵の意味を答えなさい(4) 解答:油断大敵とは石油が枯渇することは人類にとって非常に大きな敵がやってくることである。(1)""",0.04617878856909355,0.11572051851074795,0.11767121799168184,0.190199932009939,0.05776813896226066,0.2754307372722515,0.07072849869325834,0.11798671711302887,-1
近所のラーメン屋にきた。隣の女の子がまずそうにラーメンをすすっている。。,0.23142516467677246,0.0,0.19587831119797475,0.23252596820150928,0.0,0.09453197152498655,0.017210212724423846,0.0,-1
[USER] なんかメール送ったのにTwitterから返事こなかったTT 昨日ボードめちゃ見えたｦｦｦ 嬉しい～～(*´∇｀*),0.553196520552587,0.0,0.0,0.06735326556424676,0.0,0.0,0.0,0.02502432377417443,-1
休日だから人少ない。 (@ 東京ミッドタウン タワー) [URL],0.14260133243368328,0.09719150520182412,0.059444140511145556,0.2221413554598808,0.0,0.0,0.0,0.0,6
出会った頃の2人に もう一度戻ってみよう そして2人で手を繋ぎ 幸せになろうよ,0.23586844085314124,0.0,0.4305078134612119,0.0,0.0,0.0,0.0,0.2748289744951889,-1
[USER] 宵々山もだめでしたー(´Д｀)人多すぎて死亡orz,0.0,0.5322069288875833,0.0,0.09274907423164559,0.0,0.2314088129313185,0.1841591558336091,0.0,5
[USER] ほりちゃん面白い！！！！まじもう普通に友達にならん？（笑）,0.6895335569992825,0.012711366344909983,0.15170791023259972,0.35652694480072084,0.0,0.0,0.0,0.06442706092863111,1
[USER] 七六さんが本流だと思ってます( ´ ▽ ` )ﾉ,0.27193085069146344,0.0,0.32280235922081657,0.10886765019154036,0.0,0.0,0.0,0.3251004359903019,3
ちょうどお腹の減る時間。 (@ 福岡空港 (Fukuoka Airport) (FUK/RJFF) w/ 3 others) [URL],0.1771245281796977,0.0,0.19659703122339062,0.058895384841126795,0.0,0.0,0.0,0.02530841273613041,6
[USER] 普段は滅法礼儀正しいメタルの典型的な例ですな（笑）さすが業界紙バーン。,0.20921319235370445,0.0,0.07449342724445908,0.10773981149533264,0.0,0.0,0.043639571320126073,0.3833640849518351,6
ラグーﾅｰｯ  @ ラグーナ蒲郡 フェスティバルマーケット [URL],0.3615612591664769,0.0,0.4157690584450943,0.0,0.0,0.0,0.0,0.0,-1
篠笛お稽古初回終了～！篠笛すんげ～楽しいーーっ！!お琴とはまた違った快感だぞ～♪うん、和楽器バンド結成野望がまたムクムクムク～(笑),0.8136704391008152,0.013085147334246889,0.4567310647930571,0.08588198712069368,0.0,0.026823034331721864,0.0,0.06460369444597075,1
にしても、今日のエキスパートは酷かった。一戦目、ヴェラー投げるタイミングとゴーズの表示形式間違ってなかったら勝ってたやんorz,0.18933511484713664,0.32341016710891035,0.0,0.24739032560448299,0.13363278905150444,0.02887104440835008,0.22907927913373755,0.0,5
[USER] 仲ええなあ♡冬やのにサンダルとか本気すぎるなあ♪ムキムキのかっこいい店員さんばっかりやった？＼(^_^)／,0.645046334332784,0.0,0.10995768728727205,0.30840918213454027,0.0,0.001421307579988249,0.0,0.08981449879469841,1
[USER] なーる(((o(*ﾟ▽ﾟ*)o)))あいぽんの裏技ならお任せあれ！,0.4293134726240282,0.0,0.4163113469162485,0.11533280973171411,0.0,0.0,0.0,0.18044419234687226,3
ソフトボールのフリーバッティングで、やっと一球当たりました(^-^;来週は2球当てるぞ(^o^)/,0.572465380842091,0.0,0.3541446634794479,0.12482999453088273,0.0,0.0,0.0,0.0,3
プロジェクトが炎上しているせいで、年末の休日が潰れるかもしれない・・・！とりあえず夜勤は確定。 こういう事態は担当者の立場でどうしたらあらかじめ回避出来るだろうか。 やはり担当範囲を極めること？その上で管理についてフォローする？,0.0,0.12134260349167435,0.18036354158266374,0.06059706652394952,0.0,0.3773723187089484,0.07044883470261096,0.0,5
[USER] Twitterやってなかったからいま気がついた。俺もいま宮古だよ,0.17615865475717316,0.1781614023948544,0.21000091606349003,0.05155374670913148,0.0,0.01881393968492774,0.0,0.008446758484536672,6
説明会会場前で喫煙とか(´-ω-｀) こんな奴らには負けたくない(;´ρ`),0.0,0.08109161205909256,0.0,0.0,0.052247228960569415,0.3459021089962651,0.4169434318535754,0.0,5
[USER] ネゴだって\(//∇//)\気恥ずかしいひびき（笑） そんなにビビられてるのか？,0.0,0.0,0.0,0.532219123639643,0.0,0.10813364721048449,0.08334487969204499,0.0,6
くまさん送別、ぱーりー (@ ロイヤルプラザ401) [URL],0.2217475610598692,0.0,0.19734973817882195,0.0,0.0,0.0,0.0,0.0,6
う…美味い！今度はカフェに入ってみよう。  @ ラデュレ JR大阪三越伊勢丹 [URL],0.6277004417755941,0.0,0.6153653651824571,0.08825613173741285,0.0,0.0,0.0,0.1317352637055354,2
脱原発を唱えながら、東北の瓦礫は受け入れて、焼けという馬鹿垂れが居る！頼むから、真でくれ！放射能出てるんだよ。パグフィルターはすり抜けるんだよ。汚染を広めて薄める絆はごめんだよ。,0.0,0.305514884867559,0.07016786964968773,0.07850720787617563,0.46149946431954425,0.34904953530253746,0.632985216318072,0.0,5
[USER] ２０日の呑みのとき俺の分の金も出してくれるくらい稼いどけーwww,0.258721991494978,0.03181450693819562,0.26872679843850156,0.14919887335375728,0.0,0.042731850092737576,0.0,0.14941939499912818,-1
今日なんか盛れてるのに誰にも会う予定ない(T_T)ＣＳ見ないで塾でダラダラとか泣きたい(T_T),0.0,0.7315870416606997,0.0,0.0,0.0,0.1044356631632466,0.2240971366333228,0.0,5
[USER] もちもち～！ Gps意味ふめ～(-_-) 未だにtwitter も意味ふめ～(-_-)！,0.3112598505635393,0.07000885012736095,0.03370410657943922,0.040097148580919666,0.05405948861207225,0.022452435562441322,0.11272207876581745,0.1550971519195783,-1
京都駅 (Kyoto Sta.) にいます。 (京都市下京区,0.09617941754881547,0.010809790150940787,0.10152842107280619,0.0,0.0,0.0,0.0,0.0411223201338163,6
[USER] Cherieさんの来年のより一層のご活躍をお祈りしております。 良いお年をお迎えくださいね。,0.22844416184062497,0.0,0.804973331426492,0.0,0.0,0.0,0.0,0.3168691165965922,2
ゴーゴーカレー 六本木スタジアム にいます。 (港区,0.166032328265543,0.015000418852040192,0.4412739552023839,0.0,0.0,0.0,0.0,0.038783697591801516,4
やっときた。車内販売。でも、350しかあらへん。2本買ったら下品だよなぁ…,0.19408478585843797,0.3640333078156894,0.13744552041298871,0.22463382582336894,0.007384171548717141,0.03884159242280509,0.10710886560581304,0.005363582249127234,5
電車暑い(-_-;)ほっかいろW使いのせいか？レッグウォーマーか？ダウンコートか？タイツ&くつしたか？あと二時間ひますぎる。洞爺って、銀さんの洞爺湖？？,0.14516153643441998,0.22916651724671425,0.07149296401519073,0.2410665425437095,0.0,0.19267289679314242,0.2993281723769843,0.0,5
やること全部おわた。本番まであと4時間半。拷問である。この間に明日の準備とかしたいなー。できないけど＼(^o^)／,0.1945729007260212,0.12892381064148015,0.3062969944427918,0.0,0.0,0.30074358324097306,0.17649539187918045,0.0,4
[03時54分08秒]:【宮城県仙台市若林区清水小路付近】で地震情報を受信しました。#anpi_popopopon,0.16530943864072883,0.029206139477345162,0.06576157786901055,0.2581053490230572,0.0,0.15500666355450962,0.0,0.0003717842669458792,6
このレベルのつけ麺食うと、もう下手なつけ麺は食えんな。オレの中でNo.1！ [URL],0.18695713444287637,0.11375027358629086,0.20157830917581332,0.2848966061964735,0.03294829485942741,0.13858242227280668,0.08313247989077045,0.05643137753000939,6
てすと (@ 西高島平駅 (Nishi-takashimadaira Sta.) (I27)) [URL],0.24122970438257108,0.0,0.1182208763885204,0.004930365136337842,0.0,0.0,0.0,0.0,-1
娘の体調がよくなったので娘のリクエストで (@ くら寿司  光の森店) [URL],0.50483235049076,0.006861320291381907,0.36992994794274314,0.0,0.0,0.0,0.008421063538520845,0.015625413848671804,3
眠いよー‼寒いよー‼バイト行きたくなーい( ´Д`)y━･~~,0.0,0.609754623145278,0.05749307450316752,0.0,0.0,0.060390953068018886,0.10985454302259023,0.0,5
おお、酒呑み喜ぶメニュー！気になるけどこの雷雨は怖かけん、今夜は外に出られんとです〜^^;  “[USER]  秋刀魚の刺身や秋刀魚塩焼きもすてがたいのですが茄子と一緒に揚げ出し豆腐に、上から秋刀魚のワタで作ったソースをかける。ごいすーうまかとです(´Д` )”,0.27109957132846674,0.0,0.2650929378083035,0.019839702921430245,0.0,0.3478856884928605,0.0,0.0,6
おはようございます(^-^)/ 11月1日スッキリした気持ちいい朝です。 [URL],0.5628980101969965,0.0,0.05967304979381667,0.0,0.0,0.0,0.0,0.01881128626897153,-1
松田さん六甲有馬温泉登山体力有ります。山歩きの趣味がるのが分かりました。 冬場に東北復興応援に、スキーはいかがですか?,0.3138131851935969,0.0,0.5007948962269798,0.14889326166755124,0.0,0.0,0.0,0.05938532770251313,-1
[USER] 友達と三人で来てます！ マックフルーリーなう [URL],0.5525909137931414,0.0,0.23314240150104476,0.07546803800167427,0.0,0.0,0.0,0.21531490718347202,1
今からエステぇぇぇ。今週はじめから肉体イジメ抜いて良かったw  @ La vita [URL],0.5605959444147627,0.0,0.1760543683681328,0.09077758478445491,0.0,0.027331285231642046,0.0,0.09240100217013532,1
[USER] もえちゃんおめでとう！ RT [USER] 第11回YKKファスニングアワードなう。アパレル部門優秀賞をエスモード東京校石田萌さんの作品が受賞しました！おめでとうございます！,0.8552378276841833,0.0,0.1812654337004328,0.3865252349436576,0.0,0.0,0.0,0.3538119499515522,1
愛甲郡なう。 ナビあるのに、曲がり損ねて山奥で迷子になるかと思った。 だって、ナビにはない道があったんだもん！,0.048850783739137364,0.2425593395561916,0.1644628863130288,0.33099406966596345,0.012404489485819343,0.12974730459870154,0.0,0.0,6
空腹感がほとんどない(^-^)/ 体重はゆっくり確実にダウン。18日で4kg落ちた(^-^) 。でもしんどくない。悲しくない。不思議～。目標まではまだ遠いけど…(^_^;),0.2739882984688543,0.298043328975131,0.14664471037897497,0.1424025351157347,0.0,0.047408847231837234,0.02610396380468966,0.0,6
起床。この3日間は楽しかったな。リア充できたー。今日は暇だな何しようかな…笑,0.591228321007231,0.0,0.1178517101110589,0.0,0.0,0.0,0.0,0.0,1
[USER] 先ほどはご馳走様でした！これからも宜しくお願いしますぅ(^o^),0.6423638783368514,0.0,0.5736415156075536,0.0,0.0,0.0,0.0,0.2486500111114739,2
#nowplaying #kyujin　#baito_ #niftynews #exhibition #skytree #graffiti #kanji #stencil #meguro #TweetBot [URL],0.27890996027964554,0.0,0.12292536591985566,0.0,0.0,0.0,0.0,0.0,6
ANNがAKBじゃなかった!! せっかくおきてたのに(/ _ ; ),0.010277361197477047,0.5816018155174439,0.0,0.20905153056460452,0.0,0.0,0.06922078418395308,0.0,5
沼津行き来た！この電車乗って帰ります。以外に車内冷房効いて涼しい！,0.770871086368455,0.0,0.49400254532463694,0.24394128520617928,0.0,0.0,0.0,0.2676361103266542,2
バイトの前に…どしゃ降り。でもなんだか今日テンション高めなあたしです(*^^*),0.4448141172997395,0.004135273842537865,0.11581103250669161,0.12163328942140135,0.0,0.019249886324562905,0.0,0.0,0
ハローキッド　チャレンジバーグ600㌘おいしくいただきましたヽ(^o^)丿 [URL],0.7911842050156173,0.0,0.15659636366648566,0.10935556578685154,0.0,0.0,0.0,0.138467173058678,1
「sound maker」今までに聴いたことがない音。脳にグイグイくる。#ボカロ名曲,0.4880408722044702,0.0,0.2318580853607126,0.21622793809428145,0.0,0.16495737022932172,0.029859763040708316,0.26405157094632475,0
熊本県宮原SA以南のトンネルでもソフトバンクの3G電波が届いてる。意外な発見。 ハナからあきらめてiPhone使ってなかったw,0.1205390800873229,0.0009489073143831732,0.0,0.6478244191033476,0.0,0.0,0.01933672276231891,0.0,-1
仕事終わった～今から芦屋でカポエイラ、息子と一緒に今日から参加♪♪インナーマッスルつけてやる！,0.7644235691585437,0.0,0.7783711887637342,0.0,0.0,0.0,0.0,0.24357940649511825,2
どうもヲタ芸をやっている廃人です！！youtubeで動画出しているのでチャンネル登録などよろしくお願いします！！どんどんフォローお願いします！！絶対に返します(^O^) [URL],0.2391770072073095,0.007007472708560608,0.8126586818090014,0.0,0.047895080440985484,0.0,0.0,0.10531795978935944,2
[USER] でも、カコーイ*･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*,0.5263048060815612,0.0,0.06356749211458557,0.09583552791937883,0.0,0.0,0.0,0.0,-1
結局昨日ボイラーを見てもらったが、修理不可との事で今日新しいボイラーになりました。,0.04824763304099267,0.37565720806185204,0.0,0.11270128716261144,0.08362342553134346,0.007517449098336087,0.0,0.02940929549422477,5
"いつも素敵な映像ありがとうございます！""[USER] [URL]  まほろば です(^-^)/""",0.6930908078737164,0.0,0.1578076099375672,0.011602908636637559,0.0,0.0,0.0,0.4659339231494925,1
[USER] 二日寝てないんで胸が苦しくなってきました。また起きたら書きます。このメッセージは、勢いだけで書いてますが真面目です、冗談です。人生が楽しくなってきました、何でも乗り越えられないわけがない！そういう事にしておこう、いや、してしまえ！,0.16829211368882582,0.39460750682162826,0.5634556692270154,0.0,0.0870432369162952,0.26501731774685133,0.14223398535789258,0.28121824619006563,-1
[USER] 中国の友人の祖母が纏足されていたそうです。まだそうゆう風習は残っているのですか？,0.048159167328140504,0.0,0.1165072570013685,0.3105501010351709,0.0,0.0,0.00043499104872203576,0.06514327324850819,6
そろそろ終わりの準備かな、あと1人エアストレート終わったら終了明日は休みーなにしようかな,0.07934285129771626,0.04703223699677953,0.49919422145851117,0.0,0.0,0.07794935323829016,0.00390979750607334,0.0,-1
時間調整か。小金井での車両切り離しもあるし、時間掛かるなぁ。  @ JR宇都宮線 小山駅 [URL],0.02473477008263842,0.18261759796871882,0.0,0.061885623699669864,0.0,0.05924651740753237,0.05691483032335449,0.0,-1
[USER] はじめまして！産まれたんですね、おめでとうございます！！！そして、こちらこそよろしくお願いします。,0.6756831574888453,0.0,0.5630269141564863,0.2650508247938167,0.0,0.0,0.0,0.2787539443408678,2
[USER] 池袋つきましたー☆カフェ、楽しみにしてます！！春まで充実した日々を送りましょうねー,0.6698334560508875,0.0,0.8943018658215495,0.0,0.0,0.0,0.0,0.15483118517314676,2
これから久しぶりに、勝どきの占い。友達が予約取ってくれたので行ってきます。この間は手相だったし、占いばっかりやってるかも。,0.2615909181256906,0.0,0.34494451928065956,0.041791981235228225,0.0,0.03459541429214283,0.0,0.15341162614473447,-1
取寄中のCDは、実質廃盤なのかな？3000オーダー集まるとプレスするとかって説明だけど。,0.0,0.11131730626681861,0.05458271013810225,0.16127836675100077,0.0,0.005575399710024856,0.05383810300546233,0.0,6
[USER] おはようござりまする！私も合コン未経験)^o^(今日はディズニーシーにいます！⊂((・x・))⊃,0.49204445165015775,0.0,0.3908940771541481,0.0,0.0,0.0,0.0,0.0,3
とりあえず、カワチきた。 @ カワチ薬品　伊勢崎西店にタッチ！ [URL],0.5635386193929308,0.0,0.5245074595423564,0.058054745540527024,0.0,0.0,0.0,0.21551194271428276,-1
実家にてつだいにきた。今夜は泊まり。さいたまはあちらの親に占領された感じ。,0.1330117669754406,0.21367849880906714,0.10692239456072686,0.05299395264383112,0.0541079620679443,0.11200579147242454,0.14558063798870355,0.0,5
[USER] お疲れさまです。きちんと映っていますが、音声がありません。,0.09413790329096632,0.19175396141521014,0.0,0.06881071659988253,0.0,0.1017286658421286,0.012831902171128,0.08225913949215279,6
iPhoneの触り方が確実にゲイゲイしてる気がする♪(´ε｀ )ツンツンψ(｀∇´)ψ,0.2589946760572009,0.1453562584130001,0.04002429750802307,0.0,0.0,0.06359959547566597,0.089897511545273,0.12014238223957825,-1
これから高速にのって、石巻市、女川市に行こうと思います。よく耳にしてきた地名だけに、心の準備をしなければと思う。 [URL],0.1041030418523487,0.0,0.5065241911821255,0.015019752790240128,0.0,0.06357153271848857,0.02962967456530969,0.1121295967261056,4
[USER] 神奈川県民は死ぬ死ぬ言うほど柔いのか…千葉の田舎は地震があったことすら知りませんでしたw,0.0,0.15595629373784722,0.0,0.3095123228953903,0.0,0.35597097464866634,0.031386281775014596,0.054756677165160396,5
うめさんを長野駅へ送り届け、無事に白馬に戻ってきました。夜道の雨でしたが、壁を乗り越えた感じです。そして、夕食はサンキュー390円セットなう。 (@ ガスト 白馬店) [URL],0.5946969826531574,0.0,0.33075154482169533,0.0,0.0,0.0,0.0,0.07846565735606867,1
新規開拓。寿し・和食「はせ川」。海鮮丼ランチなぅ。にぎり寿し・バラちらし・スタミナ丼(ニンニク入り)・マグロヅケ丼からのチョイス。旨かった…。,0.6908956496418008,0.0,0.358105216876001,0.06328130463306587,0.0,0.0,0.0,0.2589437489915162,-1
[URL] 飲んでハッピーな氣分で家路につく俺の現実。福島の土地でこのうたを歌う七尾旅人の現実。違う物ではない。,0.3053658165065106,0.04073049894257962,0.08758052202137853,0.09660061821640485,0.0,0.0,0.0,0.1483871112015157,-1
成田エクスプレスを待って 地下4Fのホームにいます。 ここまでは順調!! (@ 東京駅八重洲地下中央口) [URL],0.5146446241768251,0.0,0.5010742631069155,0.06717704013636817,0.0,0.0,0.005023073174926189,0.17848407434801555,3
[USER] 色々不幸なことがおき、結局いま会社をでました。せっかくなのにすいませんでしたm(__)m。しかもさらに不幸なことになぜか電話番号が入ってなかった。。。またぜひ。,0.0,0.9535522396717578,0.0,0.21018543258373146,0.030080470133092622,0.13562949940974045,0.4259210378889934,0.0,5
今まで苦手だったのに好きになったのはピーマン、好きだったのに、食べれなくなる瞬間があったのは、トマト。,0.09386138024222294,0.17052620702488414,0.0,0.2255732164432467,0.0,0.0681863960165817,0.022063236317863458,0.0,6
なでしこジャパンに燃えた昨日！感動をありがとう！パワーをもらって頑張ります！前を向いて進んでいこう！ #ichinoseki,0.7364591687267176,0.05057686905838948,0.6744318071536926,0.24552567190712932,0.0,0.0,0.0,0.5282395231812761,2
へ(*´∀｀)ﾉ≡≡≡＜カラダを　夏にして　カゲキに　さあ行こう　夏を制する者だけが　恋を制す…うわあああ！　【失敗！】みわみわは風に飛ばされました [URL]  恋を制しませんでした,0.0,0.3797291414935096,0.16378426436812696,0.12193314095083414,0.0,0.010914168381820053,0.026813323879107474,0.19187414086467833,5
[USER] 昨夜は大成功でよかったですね♪これからも、頑張ってください(*^^*),0.6695486479520306,0.0,0.6513699900037009,0.0,0.0,0.0,0.0,0.30484653678072093,2
酔っ払ったかもー。夜風が気持ちいい。あったかいお茶を飲みながら、あるいて酔いをさますなう,0.5446167810877693,0.01425903029826794,0.12070316075200692,0.0,0.0,0.009815605363239804,0.0,0.1715484207592767,1
[USER] そうそう。得意なひとから見たらなんでもないことが超〜負担なのです。,0.04737887617779778,0.23954332901453843,0.026187457450353276,0.08775316899572373,0.0,0.19924238299049132,0.10656324994332675,0.1347868531225797,5
[USER] 置き場が小さいという問題点難だけども、大体4か5で標準サイズの棚は埋まる。中身のランナー数で10cm近いのとかがHGにもいるし。旧HG と、簡易はちいさいけど。動かんwwが、悩み。WシリーズのReHG熱望だったりもする。,0.09726455958839869,0.1979942706282093,0.33484997470673994,0.043446224995361535,0.0,0.1044358830383667,0.0,0.0,6
ぐぬぬ“[USER] オレンジジュース飲みすぎたとかwww RT [USER] 本日一人病欠出ましたぁw”,0.0,0.4222343430811889,0.0,0.35059078997417437,0.06359083422069019,0.2347805309796779,0.15851316773455557,0.0,5
お母さんからのバレンタインチョコ♡ バンフの森 七隈店 [URL] #30min,0.3123200899467606,0.0,0.34536121447279616,0.0,0.0,0.0,0.0,0.0,-1
地下に潜る  @ オークラ アクトシティホテル浜松 (Okura ACT CITY HOTEL HAMAMATSU) [URL],0.176963672791599,0.0,0.2932169193678155,0.04706532644324265,0.0,0.0,0.0,0.0,4
電池があと２％しかないwwww  仕事終わるまでTwitterはおあずけやな・・・   最後に [USER] さんぺろぺろ！,0.23718108922869754,0.14941133530365378,0.12163840026078575,0.10317631213339633,0.0,0.1443894580319196,0.005881406111981087,0.013941096040017078,6
山手線なう。これから有楽町・東京国際フォーラムで行われるイベントに行きます。インターネットでも生中継されるとのこと　ルツェルン・フェスティバル・チャリティ公演／国内ライブビューイング・イベント　[URL],0.48917721623380317,0.0,0.683418121993507,0.13545790821018389,0.0,0.0,0.0,0.17647870889437178,2
ゆっくり動いているw“[USER] ストレス耐性が強い人ほどゆっくり動いて、弱い人ほど速く動いて見える画像。止まって見える人はストレスにかなり強い人。　 [URL],0.03160401249537576,0.003876734120350217,0.027205354837761323,0.2566895429103384,0.0,0.0,0.0,0.0,6
今日はバスで移動です。 初めての中央道からの八王子経由の東京です。,0.2060557901592911,0.0,0.29124273351721197,0.005170083660719065,0.0,0.0,0.0,0.18776282294862623,-1
久しぶりに国会図書館に来たら、カードが変わってて更新が必要だった。検索システムも資料到着表示も変わってて、なんかちょと使いにくくなってるような気がする。,0.0,0.4423168575734793,0.015208907547997693,0.3996950957014679,0.009775000145170845,0.10946406376332596,0.24204188261125975,0.0,5
合宿先着いたー今朝あずきちゃん見たくなってきたって言ったけど、宿にまさかのあずきちゃんマンガあった！,0.3992391207600781,0.10481785359703019,0.07103628748378718,0.6880582046662524,0.0,0.0,0.0,0.0,6
やっぱり物事は自分らしくないとオリジナリティがでない‼ うん、,0.0,0.28521850608998944,0.0,0.15117305087410884,0.004520043788179916,0.08970156369067156,0.14716201685518662,0.0,5
お昼ご飯は味噌ラージャン。美味しい！ (@ 中華そば 福や) [URL],0.7044995499089518,0.0,0.2620224805878594,0.0030796703452172993,0.0,0.0,0.0,0.22456451212498202,-1
吉祥寺のはらっぱどーなつ滅茶苦茶ウマイ。これ食べないと損する。マジで。,0.3645984141197928,0.0,0.057800413601041524,0.18479369139545762,0.0,0.19609879971892696,0.09725486543036485,0.11457584170430611,6
お初！ 森とミスド！ ブリオッシュ照り焼きチキンにゃう [URL],0.5782776855400867,0.0,0.36418863371485594,0.1496299554022388,0.0,0.0,0.001422203361450612,0.006517685942789086,3
[USER] いいねー！一週間前に言ってくれれば調節できるからかなに任せるよ！,0.5030789222472369,0.0,0.4621522034615993,0.06793694629229824,0.0,0.0,0.0,0.36019265425287167,3
[USER] 楽しみにしてますヾ(・∀・)ﾉｼいつ帰っていらっしゃるんですかー？！  いやいやいや、でも美味しいものいっぱいありますもんね☆うらやまです！！,0.41207771802660437,0.0,0.8073877434440756,0.055951772935832665,0.0,0.0,0.0,0.23320837329998229,2
明日卒論提出とかしらないよ〜(ﾟoﾟ;;  今からとか無理！ つるおかは出しません。w,0.0,0.13703033893646988,0.06205942868498518,0.24840983293120028,0.0,0.4185660180592805,0.05838621750191298,0.0,5
うわっ！久しぶりに見た(笑) 伊藤。広島エェな（ハァト）俺も一度は男ばかりで行きたいものだ！  馬場生きとんなぁ？,0.5452828535111169,0.0,0.5688892738304618,0.22244706820146887,0.0,0.0,0.0,0.29864049113992114,3
久々の一人喫茶。 チャイめちゃうまっ！！＠所沢cafe confot,0.846786164452772,0.0,0.28088697278942226,0.23536984855032014,0.0,0.0,0.0,0.1390867843859456,1
マルチョンラーメンに初めて来た。 お腹一杯。[URL] [URL],0.2500285036127759,0.017825441138929168,0.22550679304119842,0.08210423882863066,0.0,0.019650927788880727,0.0,0.05824045165440146,6
[USER] 奢ってくださーい(*^▽^)/★*☆♪明日、明後日なら空いてまふ♪,0.7428454981812035,0.0,0.5535943838161468,0.0,0.0,0.0,0.0,0.25022452379522414,2
ごめんなさい。ペアトリートメントは、水曜日と土曜の午後、日曜日のみになります。m(__)m,0.034332772610262775,0.33712695814683424,0.09962480784390734,0.0,0.0,0.13276314042548246,0.0,0.05990787336497826,5
